cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,LNPLEDGE,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"4829","0","746223","2706726","1880 BANK","Cambridge","MD","21613","3/31/2019","8/22/2022","SM","304 High St.","DELMARVA BANCSHARES INC","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","247758","1894","249652","0","249652","222378","222378","3967","93716","55621","38095","1809","100715","22171","","3244","21816","","1944","0","506","121","1317","270","","242","28","0","0","1289","101353","","2115","1870","1229","2738","1930",""
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","3/31/2019","8/22/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","91373","849","92222","0","92222","76250","76250","6427","54788","27746","27042","1769","13266","0","","0","15120","","98","0","24","74","0","754","","0","754","0","0","0","32505","","0","0","3490","2937","849",""
"22039","0","564856","1128415","1ST BANK","Broadus","MT","59317","3/31/2019","8/22/2022","SM","201 N. Wilbur Ave","1ST UNITED BCORP INC","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","20092","1037","21129","0","21129","6497","6497","0","61","61","0","0","297","6139","","11465","2422","","736","0","1","474","261","9","","0","9","0","0","0","0","","0","0","0","0","273",""
"16419","17301","419255","1055780","1ST BANK & TRUST","Broken Bow","OK","74728","3/31/2019","8/22/2022","SM","710 S. Park Dr.","SOUTHEASTERN BANCSHARES INC","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/19/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","89515","1154","90669","15","90684","58882","58882","4511","19286","3316","15970","0","30325","4760","","2846","5111","","22564","0","22","16012","6530","1281","","561","0","720","0","0","23000","","0","0","2031","2480","1038",""
"4122","0","350657","","1ST BANK IN HOMINY","Hominy","OK","74035","3/31/2019","8/22/2022","SM","117 N. Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","18689","199","18888","0","18888","7224","7224","75","2592","1865","727","0","3977","580","","2042","5467","","4116","0","0","1052","3064","39","","0","39","0","0","0","0","","0","0","0","75","199",""
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","3/31/2019","8/22/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","174608","1230","175838","82","175920","175196","175196","20069","21716","16655","5061","67","133344","0","","0","219","","505","0","0","0","505","0","","0","0","0","0","0","80889","","0","0","19821","248","1230",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","3/31/2019","8/22/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","249706","2385","252091","1066","253157","204039","204039","15290","153780","82962","70818","5686","16566","12717","","2003","40586","","1216","0","124","71","1021","5313","","5313","0","0","0","0","116520","","462","0","3723","11567","2417",""
"32487","8322","941653","1064791","1ST CAMERON STATE BANK","Cameron","MO","64429","3/31/2019","8/22/2022","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","24085","249","24334","0","24334","22864","22864","184","1426","1426","0","0","18209","3045","","263","431","","774","0","4","201","569","2","","0","2","0","0","0","16740","","0","0","113","71","249",""
"58485","0","3594797","","1ST CAPITAL BANK","Salinas","CA","93901","3/31/2019","8/22/2022","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","476705","6560","483265","0","483265","426444","426444","4062","203227","61775","141452","54586","148441","16128","","9452","42099","","0","0","0","0","0","5270","","0","5270","0","0","15315","483265","","46","46","0","4062","5624",""
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","3/31/2019","8/22/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","408436","5890","414326","0","414326","382910","382910","34658","86578","52750","33828","12182","249492","0","","0","24034","","4390","0","99","2536","1755","2992","","2597","395","0","0","0","108882","","1559","1190","29896","4762","4550",""
