cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,drlnls,drre,drrenus,iddrredm,drrecons,DRRECNFM,DRRECNOT,drreag,drreres,drremult,drrenres,DRRENROW,DRRENROT,drrefor,drdep,drdepnus,drag,drci,drcon,drcrcd,DRAUTO,DRCONOTH,drforgv,drother,drls,dragsm,crlnls,crre,crrenus,idcrredm,crrecons,CRRECNFM,CRRECNOT,crreag,crreres,crremult,crrenres,CRRENROW,CRRENROT,crrefor,crdep,crdepnus,crag,crci,crcon,crcrcd,CRAUTO,CRCONOTH,crforgv,crother,crls,cragsm,ntlnls,ntre,ntrenus,idntredm,ntrecons,NTRECNFM,NTRECNOT,ntreag,ntreres,ntremult,ntrenres,NTRENROW,NTRENROT,ntrefor,ntdep,ntdepnus,ntag,ntci,ntcinus,ntcon,ntcrcd,NTAUTO,NTCONOTH,ntforgv,ntother,ntls,ntagsm
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","12/31/2016","2/22/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","9","8","","8","0","0","0","0","0","0","8","8","0","","0","","","0","1","0","1","0","0","0","0","0","4","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","4","0","4","0","0","0","0","0","5","8","","8","0","0","0","0","0","0","8","8","0","","0","","","0","","-3","0","-3","0","0","0","0","0"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","12/31/2016","2/22/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","19","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","2/8/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","161","60","0","60","0","0","0","0","0","0","60","0","60","","0","0","","101","0","0","0","0","0","0","0","0","395","388","0","388","0","0","0","0","0","0","388","7","381","","0","0","","1","0","0","0","0","0","6","0","0","-234","-328","0","-328","0","0","0","0","0","0","-328","-7","-321","","0","0","","100","0","0","0","0","0","0","-6","0","0"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","12/31/2016","2/22/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","151","147","","147","0","0","0","0","107","25","15","0","15","","0","","","0","4","0","0","4","0","0","0","0","9","7","","7","0","0","0","0","2","0","5","0","5","","0","","","1","1","0","0","1","0","0","0","0","142","140","","140","0","0","0","0","105","25","10","0","10","","0","","","-1","","3","0","0","3","0","0","0","0"
"57611","0","3203996","3203987","1ST EQUITY BANK NORTHWEST","Buffalo Grove","IL","60089","12/31/2016","2/22/2022","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","111","111","","111","0","0","0","0","111","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","111","111","","111","0","0","0","0","111","0","0","0","0","","0","","","0","","0","0","0","0","0","0","0","0"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","12/31/2016","2/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","27223","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27213","27210","0","3","0","10","0","","6416","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6415","6415","0","0","0","1","0","","20807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20798","20795","0","3","0","9","0",""
"58548","0","3655081","","1ST MANATEE BANK","Bradenton","FL","34203","12/31/2016","2/22/2022","NM","900 53rd Ave E","","3","0","0","4","0","Manatee","35840","North Port-Sarasota-Bradenton, FL","11/13/2007","11/13/2007","10/18/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","17","0","","0","0","0","0","0","0","0","0","0","0","","0","","","17","0","0","0","0","0","0","0","0","3","0","","0","0","0","0","0","0","0","0","0","0","","0","","","3","0","0","0","0","0","0","0","0","14","0","","0","0","0","0","0","0","0","0","0","0","","0","","","14","","0","0","0","0","0","0","0","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","12/31/2016","2/22/2022","N","730 E. Main St.","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","150","122","","122","0","0","0","0","89","12","21","21","0","","0","","","0","28","0","0","28","0","0","0","0","59","55","","55","0","0","0","0","54","0","1","1","0","","0","","","0","4","0","0","4","0","0","0","0","91","67","","67","0","0","0","0","35","12","20","20","0","","0","","","0","","24","0","0","24","0","0","0","0"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","12/31/2016","2/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","12","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","1067","65","0","65","0","0","0","0","65","0","0","0","0","","0","0","","0","1002","0","0","1002","0","0","0","0","1093","116","0","116","0","0","0","0","116","0","0","0","0","","0","0","","88","889","0","37","852","0","0","0","0","-26","-51","0","-51","0","0","0","0","-51","0","0","0","0","","0","0","","-88","0","113","0","-37","150","0","0","0","0"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","12/31/2016","2/22/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","84","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","7941","326","0","326","0","0","0","0","284","10","32","15","17","","0","0","","6773","515","0","109","406","0","324","3","0","2539","656","0","656","0","0","0","0","107","0","549","243","306","","0","0","","1477","95","0","22","73","0","289","22","0","5402","-330","0","-330","0","0","0","0","177","10","-517","-228","-289","","0","0","","5296","5753","420","0","87","333","0","35","-19","0"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","12/31/2016","2/22/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","82","0","","0","0","0","0","0","0","0","0","0","0","","0","","","79","3","0","0","3","0","0","0","0","170","132","","132","0","0","0","0","116","0","16","4","12","","0","","","36","2","0","0","2","0","0","0","0","-88","-132","","-132","0","0","0","0","-116","0","-16","-4","-12","","0","","","43","","1","0","0","1","0","0","0","0"
"22543","14261","170640","3070152","1ST STATE BANK OF MASON CITY","Mason City","IL","62664","12/31/2016","2/22/2022","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","0","8","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","50","20","","20","0","0","0","0","20","0","0","0","0","","0","","","0","30","0","10","20","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","1","0","0","1","0","0","0","0","49","20","","20","0","0","0","0","20","0","0","0","0","","0","","","0","","29","0","10","19","0","0","0","0"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","12/31/2016","2/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","519","104","0","104","0","0","0","0","104","0","0","0","0","","0","0","","152","263","25","83","155","0","0","0","0","74","13","0","13","0","0","0","0","3","0","10","0","10","","0","0","","0","61","7","6","48","0","0","0","0","445","91","0","91","0","0","0","0","101","0","-10","0","-10","","0","0","","152","0","202","18","77","107","0","0","0","0"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","12/31/2016","2/22/2022","NM","24 Commerce Dr.","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","450","0","","0","0","0","0","0","0","0","0","0","0","","0","","","211","42","0","8","34","0","197","0","0","39","0","","0","0","0","0","0","0","0","0","0","0","","0","","","4","35","0","0","35","0","0","0","0","411","0","","0","0","0","0","0","0","0","0","0","0","","0","","","207","","7","0","8","-1","0","197","0","0"
"31249","6607","350572","4498726","1ST UNITED BANK","Faribault","MN","55021","12/31/2016","2/22/2022","NM","430 4th St Nw","J&B FINANCIAL HOLDINGS INC","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","87","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","87","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","87","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","0","87","0","0"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","12/31/2016","2/22/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","478","325","0","325","284","0","284","0","34","0","7","0","7","","0","0","","153","0","0","0","0","0","0","0","0","62","55","0","55","51","0","51","0","4","0","0","0","0","","0","0","","7","0","0","0","0","0","0","0","0","416","270","0","270","233","0","233","0","30","0","7","0","7","","0","0","","146","0","0","0","0","0","0","0","0","0"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","12/31/2016","2/22/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","4","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","46","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","46","0","7","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","1","0","0","1","0","0","6","0","39","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","-1","0","0","-1","0","0","40","0"
"27831","358","671370","4523459","A J SMITH FEDERAL SAVINGS BANK","Midlothian","IL","60445","12/31/2016","2/22/2022","SA","14757 S Cicero Ave","AJS BCORP INC","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","57","57","","57","0","0","0","0","57","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","44","42","","42","0","0","0","0","23","0","19","0","19","","0","","","0","2","0","0","2","0","0","0","0","13","15","","15","0","0","0","0","34","0","-19","0","-19","","0","","","0","","-2","0","0","-2","0","0","0","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","12/31/2016","2/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","38","30","","30","0","0","0","0","21","0","9","9","0","","0","","","0","8","0","0","8","0","0","0","0","28","15","","15","0","0","0","0","11","0","4","0","4","","0","","","9","4","0","0","4","0","0","0","0","10","15","","15","0","0","0","0","10","0","5","9","-4","","0","","","-9","","4","0","0","4","0","0","0","0"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","12/31/2016","2/22/2022","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","","0","0","0","0","0","0","0","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","12/31/2016","2/22/2022","SB","1212 Charity St.","","1","0","0","8","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","0","0","0","0"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","12/31/2016","2/22/2022","SB","205 S. Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","60","14","","14","0","0","0","0","14","0","0","0","0","","0","","","27","16","0","13","3","0","3","0","0","73","27","","27","0","0","0","0","25","0","2","2","0","","0","","","30","15","0","10","5","0","1","0","0","-13","-13","","-13","0","0","0","0","-11","0","-2","-2","0","","0","","","-3","","1","0","3","-2","0","2","0","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","12/31/2016","2/22/2022","NM","401 E. Spruce St.","ABBY BCORP INC","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","9/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","173","172","0","172","11","11","0","0","58","0","103","8","95","","0","0","","0","1","0","0","1","0","0","0","0","29","11","0","11","0","0","0","2","8","0","1","1","0","","0","0","","0","1","0","0","1","0","17","0","16","144","161","0","161","11","11","0","-2","50","0","102","7","95","","0","0","","0","0","0","0","0","0","0","-17","0","-16"
"11694","11442","4839","1143641","ABC BANK","Chicago","IL","60644","12/31/2016","2/22/2022","NM","5645 W. Lake St.","GREATER CHICAGO FINANCIAL CORP","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/10/1891","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","1092","1057","0","1057","0","0","0","0","581","476","0","0","0","","0","0","","0","35","0","0","35","0","0","0","0","56","50","0","50","0","0","0","0","22","28","0","0","0","","0","0","","0","6","0","0","6","0","0","0","0","1036","1007","0","1007","0","0","0","0","559","448","0","0","0","","0","0","","0","0","29","0","0","29","0","0","0","0"
"26549","0","117672","","ABINGTON BANK","Abington","MA","2351","12/31/2016","2/22/2022","SM","6 Harrison Ave.","","1","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/21/2008","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","1","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","1","0","0","1","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","0","0","0","0","0","","0","0","","0","","1","0","0","1","0","0","0","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Colorado Springs","CO","80920","12/31/2016","2/22/2022","N","2835 Briargate Blvd.","DICKINSON FINANCIAL CORP II","78","0","1","4","0","El Paso","17820","Colorado Springs, CO","6/15/1966","6/15/1966","6/19/2015","Stock","0","0","OCC","DIF","Dallas","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","www.academybank.com","9469","23","0","23","0","0","0","0","23","0","0","0","0","","0","0","","0","1932","129","0","1803","0","7514","0","0","2540","468","0","468","423","0","423","0","10","0","35","35","0","","0","0","","24","196","51","4","141","0","1852","0","0","6929","-445","0","-445","-423","0","-423","0","13","0","-35","-35","0","","0","0","","-24","0","1736","78","-4","1662","0","5662","0","0"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","12/31/2016","2/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","715","169","","169","0","0","0","0","74","0","95","0","95","","0","","","28","74","0","22","52","0","444","0","444","289","245","","245","0","0","0","0","0","0","245","0","245","","0","","","5","36","0","7","29","0","3","0","3","426","-76","","-76","0","0","0","0","74","0","-150","0","-150","","0","","","23","","38","0","15","23","0","441","0","441"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","12/31/2016","2/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","5","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","12/17/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","65","0","","0","0","0","0","0","0","0","0","0","0","","0","","","62","3","0","0","3","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","65","0","","0","0","0","0","0","0","0","0","0","0","","0","","","62","","3","0","0","3","0","0","0","0"
