cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,p3asset,p3re,p3renus,IDP3REDM,p3recons,P3recnfm,p3recnot,p3reag,p3reres,p3remult,p3renres,P3RENROW,P3RENROT,p3refor,p3dep,p3depnus,p3ag,p3ci,p3cinus,p3con,p3crcd,P3AUTO,P3CONOTH,p3fg,p3othln,p3ls,p3scdebt,p3agsm,P3LNSALE,P3GTYPAR,P3LTOT,p9asset,p9re,p9renus,IDP9REDM,p9recons,P9recnfm,p9recnot,p9reag,p9reres,p9remult,p9renres,P9RENROW,P9RENROT,p9refor,p9dep,p9depnus,p9ag,p9ci,p9cinus,p9con,p9crcd,P9AUTO,P9CONOTH,p9fg,p9othln,p9ls,p9scdebt,p9agsm,P9LNSALE,P9GTYPAR,P9LTOT,naasset,nare,narenus,IDNAREDM,narecons,narecnfm,narecnot,nareag,nareres,naremult,narenres,NARENROW,NARENROT,narefor,nadep,nadepnus,naag,naci,nacinus,nacon,nacrcd,NAAUTO,NACONOTH,nafg,naothln,nals,nascdebt,naagsm,NALNSALE,NAGTYPAR,NALTOT
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","6/30/2019","8/22/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","656","597","","597","0","0","0","161","117","0","319","319","0","","0","","","33","","26","0","26","0","","0","0","0","0","0","0","0","195","187","","187","0","0","0","0","187","0","0","0","0","","0","","","0","","8","0","0","8","","0","0","0","0","0","0","0","108","108","","108","0","0","0","0","108","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","6/30/2019","8/22/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","22","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","2426","2079","0","2079","0","0","0","0","429","0","1650","1650","0","","0","0","","345","0","0","0","0","0","","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","3985","3873","0","3873","0","0","0","0","2401","0","1472","633","839","","0","0","","112","0","0","0","0","0","","0","0","0","0","0","0","0"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","6/30/2019","8/22/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","4342","332","","332","0","0","0","0","0","0","332","332","0","","0","","","4010","","0","0","0","0","","0","0","0","0","0","0","0"
"57611","0","3203996","3203987","1ST EQUITY BANK NORTHWEST","Buffalo Grove","IL","60089","6/30/2019","8/22/2022","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","33","33","","33","0","0","0","0","0","0","33","33","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","318","318","","318","0","0","0","0","0","0","318","318","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","6/30/2019","8/22/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","569","562","","562","0","0","0","0","562","0","0","0","0","","0","","","0","","7","0","6","1","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","50","50","","50","17","0","17","0","33","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","6/30/2019","8/22/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","8859","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8851","8827","24","0","0","8","0","0","","0","0","","8591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8591","8591","0","0","0","0","0","0","","0","0","0","5222","85","0","85","85","85","0","0","0","0","0","0","0","0","0","0","41","0","0","5095","5095","0","0","0","1","0","0","","0","0","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","6/30/2019","8/22/2022","N","730 E. Main St.","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","445","438","","438","0","0","0","0","438","0","0","0","0","","0","","","0","","7","0","0","7","","0","0","0","0","0","75","0","3","3","","3","0","0","0","0","3","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","464","464","","464","0","0","0","0","464","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","6/30/2019","8/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","688","137","0","137","0","0","0","0","137","0","0","0","0","","0","0","","0","0","551","18","0","533","","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","8","8","0","0","","0","0","0","0","0","0","0","1593","1148","0","1148","0","0","0","0","1148","0","0","0","0","","0","0","","0","0","445","0","0","445","","0","0","0","0","0","0","0"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","6/30/2019","8/22/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","18836","903","0","903","0","0","0","0","884","0","19","19","0","","0","0","","8284","4142","529","0","156","373","","57","9063","0","57","0","189","0","1815","1812","0","1812","0","0","0","0","1812","0","0","0","0","","0","0","","0","0","3","0","0","3","","0","0","0","0","0","1659","0","12212","4940","0","4940","0","0","0","881","1755","0","2304","2304","0","","0","0","","6139","47","234","0","143","91","","105","794","0","5","0","866","0"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","6/30/2019","8/22/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","332","332","","332","0","0","0","0","287","0","45","45","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","166","135","","135","0","0","0","0","135","0","0","0","0","","0","","","30","","1","0","1","0","","0","0","0","0","0","0","0","3299","3001","","3001","0","0","0","0","597","136","2268","663","1605","","0","","","298","","0","0","0","0","","0","0","0","0","0","158","0"
"22543","14261","170640","3070152","1ST STATE BANK OF MASON CITY","Mason City","IL","62664","6/30/2019","8/22/2022","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","0","2","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","63","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","63","0","63","0","","0","0","0","0","0","0","0","46","46","","46","0","0","0","0","46","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","216","216","","216","0","0","0","0","216","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","6/30/2019","8/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","3260","2729","0","2729","10","0","10","0","1749","132","838","811","27","","0","0","","366","0","165","28","77","60","","0","0","0","0","0","0","0","986","911","0","911","0","0","0","0","613","0","298","298","0","","0","0","","25","0","50","0","49","1","","0","0","0","0","0","0","0","1634","1459","0","1459","0","0","0","0","783","0","676","351","325","","0","0","","115","0","60","33","22","5","","0","0","0","0","0","0","0"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","6/30/2019","8/22/2022","NM","44 Commerce Dr.","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/16/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","866","856","","856","0","0","0","0","388","0","468","468","0","","0","","","0","","7","0","7","0","","3","0","0","0","0","0","0","50","42","","42","0","0","0","0","42","0","0","0","0","","0","","","8","","0","0","0","0","","0","0","0","0","0","0","0","1548","1545","","1545","0","0","0","0","50","0","1495","1495","0","","0","","","0","","0","0","0","0","","3","0","0","0","0","0","0"
"31249","6607","350572","4498726","1ST UNITED BANK","Faribault","MN","55021","6/30/2019","8/22/2022","NM","430 4th St Nw","J&B FINANCIAL HOLDINGS INC","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","205","205","","205","0","0","0","0","153","0","52","52","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","6/30/2019","8/22/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1968","911","","911","186","186","0","0","0","0","725","630","95","","0","","","1057","","0","0","0","0","","0","0","0","0","0","1687","0"
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","6/30/2019","8/22/2022","NM","1920 Main St.","FEB BANCSHARES INC","5","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","227","227","","227","0","0","0","0","227","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","24","24","","24","0","0","0","0","24","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","2345","2239","","2239","0","0","0","0","282","0","1957","1957","0","","0","","","69","","2","0","0","2","","35","0","0","0","0","0","0"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","6/30/2019","8/22/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","653","653","","653","0","0","0","0","0","0","653","0","653","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","284","272","","272","0","0","0","0","0","0","272","272","0","","0","","","12","","0","0","0","0","","0","0","0","0","0","0","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2019","8/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","453","453","","453","0","0","0","0","453","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","10","10","","10","0","0","0","0","10","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","37","37","","37","0","0","0","0","30","0","7","7","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","6/30/2019","8/22/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","1","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","1","1","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","229","229","","229","0","0","0","0","229","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","6/30/2019","8/22/2022","SB","1212 Charity St.","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","1650","1650","","1650","0","0","0","0","1650","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","580","578","","578","0","0","0","0","578","0","0","0","0","","0","","","0","","2","0","0","2","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","6/30/2019","8/22/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","189","170","","170","0","0","0","0","170","0","0","0","0","","0","","","0","","19","0","19","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","112","112","","112","0","0","0","0","112","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","6/30/2019","8/22/2022","NM","401 E. Spruce St.","ABBY BCORP INC","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","642","610","","610","275","0","275","0","335","0","0","0","0","","0","","","0","","18","0","0","18","","14","0","0","14","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","4217","3798","","3798","39","0","39","2118","1639","0","2","0","2","","0","","","7","","28","0","0","28","","384","0","0","384","0","170","0"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","6/30/2019","8/22/2022","SM","6 Harrison Ave.","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","434","434","","434","0","0","0","0","434","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","97","97","","97","0","0","0","0","97","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1161","1161","","1161","0","0","0","0","1161","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64154","6/30/2019","8/22/2022","N","8551 N Boardwalk Ave.","DICKINSON FINANCIAL CORP II","73","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1902","692","0","692","0","0","0","0","692","0","0","0","0","","0","0","","122","0","490","206","1","283","","598","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","42","3","0","39","","0","0","0","0","0","0","0","3749","2774","0","2774","390","0","390","235","981","0","1168","1168","0","","0","0","","704","0","17","0","17","0","","254","0","0","254","0","135","0"
